# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LOC101928386	LOC101928386	NR_110237.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928389	LOC101928389	NR_135631.1		0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928403	LOC101928403	NR_135540.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928404	LOC101928404	NR_110699.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928414	LOC101928414	NR_120335.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928416	LOC101928416	NR_120467.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928417	LOC101928417	NR_110937.1		0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928424	LOC101928424	NR_135053.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928435	LOC101928435	NR_109962.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928437	LOC101928437	NR_110399.2		0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928438	LOC101928438	NR_109802.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928443	LOC101928443	NR_120529.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928446	LOC101928446	NR_110938.1		0	0	0	21	0	0	0	2	17	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101928449	LOC101928449	NR_110089.1		0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928453	LOC101928453	NR_120638.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928460	LOC101928460	NR_110758.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928461	LOC101928461	NR_125858.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928464	LOC101928464	NR_134927.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928471	LOC101928471	NR_120472.1		0	0	0	7	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928475	LOC101928475	NR_135638.1		0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928476	LOC101928476	NR_125954.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928505	LOC101928505	NR_104668.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928509	LOC101928509	NR_125896.1		0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928510	LOC101928510	NR_135064.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928514	LOC101928514	NR_110837.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928516	LOC101928516	NR_110856.1		0	0	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928517	LOC101928517	NR_110732.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928525	LOC101928525	NR_121579.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928551	LOC101928551	NR_125900.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928557	LOC101928557	NR_135193.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928565	LOC101928565	NR_125956.1		0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928569	LOC101928569	NR_104669.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928580	LOC101928580	NR_120556.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928583	LOC101928583	NR_135555.1		0	0	0	13	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101928590	LOC101928590	NR_125901.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928591	LOC101928591	NR_135065.1		0	0	0	8	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928596	LOC101928596	NR_135799.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC101928600	LOC101928600	NR_109904.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928602	LOC101928602	NR_134931.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928605	LOC101928605	NR_126022.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928614	LOC101928614	NR_135181.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928617	LOC101928617	NR_135036.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928618	LOC101928618	NR_108089.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928622	LOC101928622	NR_125902.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928626	LOC101928626	NR_125957.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928627	LOC101928627	NR_110412.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928650	LOC101928650	NR_125958.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928661	LOC101928661	NR_125860.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928663	LOC101928663	NR_110862.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928673	LOC101928673	NR_125960.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928674	LOC101928674	NR_110845.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928682	LOC101928682	NR_104667.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928697	LOC101928697	NR_126054.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928708	LOC101928708	NR_110939.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928710	LOC101928710	NR_110848.1		0	0	0	7	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928728	LOC101928728	NR_135804.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928730	LOC101928730	NR_120422.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928731	LOC101928731	NR_110092.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928738	LOC101928738	NR_110851.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928748	LOC101928748	NR_110950.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928751	LOC101928751	NR_125964.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101928766	LOC101928766	NR_110850.1		0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928767	LOC101928767	NR_110155.1		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928778	LOC101928778	NR_110722.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928782	LOC101928782	NR_110836.1		0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928791	LOC101928791	NR_110121.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928797	LOC101928797	NR_109806.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101928807	LOC101928807	NR_134565.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC101928809	LOC101928809	NR_125906.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928820	LOC101928820	NR_134633.1		0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928823	LOC101928823	NR_120559.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928834	LOC101928834	NR_120646.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928841	LOC101928841	NM_001304433.1	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928844	LOC101928844	NR_110740.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928845	LOC101928845	NR_134916.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928847	LOC101928847	NR_120563.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928851	LOC101928851	NR_125907.1		0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928855	LOC101928855	NR_110852.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928858	LOC101928858	NR_130779.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928880	LOC101928880	NR_110944.1		0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928881	LOC101928881	NR_136325.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928882	LOC101928882	NR_109986.1		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928885	LOC101928885	NR_130778.1		0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928886	LOC101928886	NR_110741.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101928887	LOC101928887	NR_134456.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928891	LOC101928891	NR_110537.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928896	LOC101928896	NR_120566.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928902	LOC101928902	NR_134307.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928909	LOC101928909	NR_110134.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928911	LOC101928911	NR_110869.1		0	0	0	12	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928936	LOC101928936	NR_110867.1		0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC101928940	LOC101928940	NR_120567.1		0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101928942	LOC101928942	NR_125908.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101928944	LOC101928944	NR_120570.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928961	LOC101928961	NR_111911.1		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928973	LOC101928973	NR_125966.1		0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928977	LOC101928977	NR_125970.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928978	LOC101928978	NR_125909.1		0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928985	LOC101928985	NR_135066.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928988	LOC101928988	NR_120344.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101928992	LOC101928992	NR_110043.1		0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
LOC101928994	LOC101928994	NR_120648.1		0	0	0	8	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	1
LOC101929006	LOC101929006	NR_134629.1		0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929011	LOC101929011	NR_135069.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929019	LOC101929019	NR_125910.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929023	LOC101929023	NR_125972.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929034	LOC101929034	NR_104602.1		0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929054	LOC101929054	NR_135307.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929057	LOC101929057	NR_111915.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929058	LOC101929058	NR_126333.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929064	LOC101929064	NR_110879.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929066	LOC101929066	NR_125429.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929080	LOC101929080	NR_110127.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929084	LOC101929084	NR_110103.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929095	LOC101929095	NR_125911.1		0	0	0	26	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929099	LOC101929099	NR_110786.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929106	LOC101929106	NR_110052.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929109	LOC101929109	NR_134278.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929116	LOC101929116	NR_121584.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929117	LOC101929117	NR_134472.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929122	LOC101929122	NR_121668.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929123	LOC101929123	NR_125919.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929124	LOC101929124	NR_110427.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929125	LOC101929125	NR_109859.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929128	LOC101929128	NR_125431.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929134	LOC101929134	NR_134662.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929140	LOC101929140	NR_120423.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929147	LOC101929147	NR_125974.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929151	LOC101929151	NR_135691.1		0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929153	LOC101929153	NR_104619.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929154	LOC101929154	NR_105012.1		0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929161	LOC101929161	NR_134641.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929162	LOC101929162	NR_120474.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929163	LOC101929163	NR_136245.1		0	0	0	132	0	0	0	2	128	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101929165	LOC101929165	NR_134476.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929172	LOC101929172	NR_104677.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929181	LOC101929181	NR_104624.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929188	LOC101929188	NR_134628.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929194	LOC101929194	NR_125920.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929199	LOC101929199	NR_125921.1		0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929207	LOC101929207	NR_109860.1		0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929208	LOC101929208	NR_133004.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929210	LOC101929210	NR_125922.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929224	LOC101929224	NR_110787.1		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929229	LOC101929229	NR_125432.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929231	LOC101929231	NR_110240.1		0	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929237	LOC101929237	NR_125433.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929261	LOC101929261	NR_134277.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929268	LOC101929268	NR_105002.1		0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929269	LOC101929269	NR_134308.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929279	LOC101929279	NR_120653.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929282	LOC101929282	NR_110244.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929284	LOC101929284	NR_109932.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929288	LOC101929288	NR_135005.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929294	LOC101929294	NR_125808.1		0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929295	LOC101929295	NR_110303.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929297	LOC101929297	NR_125862.1		0	0	0	6	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929312	LOC101929312	NR_110610.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929315	LOC101929315	NR_125809.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929319	LOC101929319	NR_110248.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929331	LOC101929331	NR_121587.1		0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929337	LOC101929337	NR_125402.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929340	LOC101929340	NR_120577.1		0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101929341	LOC101929341	NR_134310.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929350	LOC101929350	NR_134584.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929352	LOC101929352	NR_134478.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929353	LOC101929353	NR_125924.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929371	LOC101929371	NR_109861.1		0	0	0	7	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929378	LOC101929378	NR_110250.2		0	0	0	12	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929380	LOC101929380	NR_105018.1		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929384	LOC101929384	NR_120475.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC101929395	LOC101929395	NR_110611.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929406	LOC101929406	NR_110790.1		0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101929412	LOC101929412	NR_104606.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929413	LOC101929413	NR_109866.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929415	LOC101929415	NR_125813.1		0	0	0	9	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929420	LOC101929420	NR_110870.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929427	LOC101929427	NR_120532.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929441	LOC101929441	NR_123739.1		0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929445	LOC101929445	NR_134479.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929450	LOC101929450	NR_125816.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929452	LOC101929452	NR_110252.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929454	LOC101929454	NR_109944.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929457	LOC101929457	NR_135692.1		0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929460	LOC101929460	NR_134622.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929464	LOC101929464	NR_125978.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929468	LOC101929468	NR_125926.1		0	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929470	LOC101929470	NR_125817.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929486	LOC101929486	NR_109868.1		0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929497	LOC101929497	NR_120580.1		0	0	0	8	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929504	LOC101929504	NR_125863.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929516	LOC101929516	NR_125979.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929523	LOC101929523	NR_134621.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929524	LOC101929524	NR_109946.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929526	LOC101929526	NR_109955.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929528	LOC101929528	NR_105005.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929532	LOC101929532	NR_110255.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929536	LOC101929536	NR_135805.1		0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929544	LOC101929544	NR_134273.1		0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929549	LOC101929549	NR_110112.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929551	LOC101929551	NR_110256.1		0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2
LOC101929555	LOC101929555	NR_110873.1		0	0	0	10	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929563	LOC101929563	NR_121602.1		0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929565	LOC101929565	NR_125985.1		0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101929567	LOC101929567	NR_110257.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929570	LOC101929570	NR_110258.2		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
